datetime,district,temperature,humidity,rainfall
2026-04-15T08:00,Bhola,28.5,80,0.1
2026-04-15T09:00,Bhola,30.0,72,0.0
2026-04-15T10:00,Bhola,31.4,64,0.0
2026-04-15T11:00,Bhola,32.2,59,0.0
2026-04-15T12:00,Bhola,32.0,62,0.0
2026-04-15T13:00,Bhola,32.5,61,0.0
2026-04-15T14:00,Bhola,32.5,61,0.0
2026-04-15T15:00,Bhola,32.2,61,0.0
2026-04-15T16:00,Bhola,31.3,65,0.0
2026-04-15T17:00,Bhola,30.6,69,0.0
2026-04-15T18:00,Bhola,29.4,79,0.0
2026-04-15T19:00,Bhola,28.5,82,0.0
2026-04-15T20:00,Bhola,27.8,85,0.0
2026-04-15T21:00,Bhola,27.2,89,0.0
2026-04-15T22:00,Bhola,26.8,93,0.0
2026-04-15T23:00,Bhola,26.5,94,0.0
2026-04-16T00:00,Bhola,26.2,94,0.0
2026-04-16T01:00,Bhola,26.4,93,0.0
2026-04-16T02:00,Bhola,26.4,93,0.0
2026-04-16T03:00,Bhola,26.0,95,0.0
2026-04-16T04:00,Bhola,25.8,95,0.0
2026-04-16T05:00,Bhola,26.0,93,0.0
2026-04-16T06:00,Bhola,26.0,94,0.0
2026-04-16T07:00,Bhola,27.9,86,0.0
2026-04-16T08:00,Bhola,28.9,78,0.1
2026-04-16T09:00,Bhola,29.1,75,0.0
2026-04-16T10:00,Bhola,29.9,72,0.0
2026-04-16T11:00,Bhola,30.7,69,0.1
2026-04-16T12:00,Bhola,31.0,64,0.3
2026-04-16T13:00,Bhola,31.8,62,0.2
2026-04-16T14:00,Bhola,32.2,60,0.2
2026-04-16T15:00,Bhola,32.0,59,0.0
2026-04-16T16:00,Bhola,31.1,62,0.0
2026-04-16T17:00,Bhola,30.4,65,0.0
2026-04-16T18:00,Bhola,29.3,72,0.0
2026-04-16T19:00,Bhola,28.3,76,0.0
2026-04-16T20:00,Bhola,27.7,80,0.0
2026-04-16T21:00,Bhola,27.2,83,0.0
2026-04-16T22:00,Bhola,27.0,85,0.0
2026-04-16T23:00,Bhola,26.6,87,0.0
2026-04-17T00:00,Bhola,26.9,88,0.0
2026-04-17T01:00,Bhola,26.8,89,0.0
2026-04-17T02:00,Bhola,26.7,89,0.0
2026-04-17T03:00,Bhola,26.5,91,0.0
2026-04-17T04:00,Bhola,26.1,93,0.0
2026-04-17T05:00,Bhola,25.6,95,0.0
2026-04-17T06:00,Bhola,26.4,96,0.0
2026-04-17T07:00,Bhola,27.5,90,0.0
2026-04-17T08:00,Bhola,29.1,80,0.0
2026-04-17T09:00,Bhola,30.2,73,0.1
2026-04-17T10:00,Bhola,31.0,68,0.1
2026-04-17T11:00,Bhola,31.8,64,0.1
2026-04-17T12:00,Bhola,31.5,65,0.1
2026-04-17T13:00,Bhola,32.3,64,0.1
2026-04-17T14:00,Bhola,32.2,65,0.0
2026-04-17T15:00,Bhola,32.3,63,0.0
2026-04-17T16:00,Bhola,32.2,62,0.0
2026-04-17T17:00,Bhola,31.4,66,0.0
2026-04-17T18:00,Bhola,30.4,72,0.0
2026-04-17T19:00,Bhola,29.2,79,0.0
2026-04-17T20:00,Bhola,28.4,82,0.0
2026-04-17T21:00,Bhola,27.7,85,0.0
2026-04-17T22:00,Bhola,27.2,87,0.0
2026-04-17T23:00,Bhola,27.0,89,0.0
2026-04-18T00:00,Bhola,26.9,94,0.0
2026-04-18T01:00,Bhola,26.7,95,0.0
2026-04-18T02:00,Bhola,26.5,96,0.0
2026-04-18T03:00,Bhola,26.4,97,0.0
2026-04-18T04:00,Bhola,26.1,97,0.0
2026-04-18T05:00,Bhola,26.0,97,0.0
2026-04-18T06:00,Bhola,26.2,97,0.0
2026-04-18T07:00,Bhola,27.1,92,0.1
2026-04-18T08:00,Bhola,28.6,82,0.1
2026-04-18T09:00,Bhola,30.1,73,0.0
2026-04-18T10:00,Bhola,31.4,65,0.0
2026-04-18T11:00,Bhola,32.4,59,0.0
2026-04-18T12:00,Bhola,32.8,57,0.0
2026-04-18T13:00,Bhola,33.4,55,0.0
2026-04-18T14:00,Bhola,33.3,55,0.0
2026-04-18T15:00,Bhola,33.0,56,0.0
2026-04-18T16:00,Bhola,32.8,56,0.0
2026-04-18T17:00,Bhola,31.9,60,0.0
2026-04-18T18:00,Bhola,30.2,71,0.0
2026-04-18T19:00,Bhola,29.0,80,0.0
2026-04-18T20:00,Bhola,28.5,81,0.0
2026-04-18T21:00,Bhola,28.0,84,0.0
2026-04-18T22:00,Bhola,27.3,88,0.0
2026-04-18T23:00,Bhola,26.9,92,0.0
2026-04-19T00:00,Bhola,27.3,92,0.0
2026-04-19T01:00,Bhola,27.1,93,0.0
2026-04-19T02:00,Bhola,26.9,93,0.0
2026-04-19T03:00,Bhola,26.5,95,0.0
2026-04-19T04:00,Bhola,26.6,94,0.0
2026-04-19T05:00,Bhola,26.5,95,0.0
2026-04-19T06:00,Bhola,26.6,95,0.0
2026-04-19T07:00,Bhola,27.9,87,0.0
2026-04-19T08:00,Bhola,29.2,78,0.0
2026-04-19T09:00,Bhola,30.6,69,0.0
2026-04-19T10:00,Bhola,31.9,61,0.0
2026-04-19T11:00,Bhola,33.1,57,0.0
2026-04-19T12:00,Bhola,32.8,56,0.1
2026-04-19T13:00,Bhola,33.2,58,0.1
2026-04-19T14:00,Bhola,32.9,59,0.0
2026-04-19T15:00,Bhola,33.3,57,0.0
2026-04-19T16:00,Bhola,32.9,59,0.0
2026-04-19T17:00,Bhola,31.5,64,0.0
2026-04-19T18:00,Bhola,30.0,75,0.0
2026-04-19T19:00,Bhola,29.0,80,0.0
2026-04-19T20:00,Bhola,28.2,83,0.0
2026-04-19T21:00,Bhola,27.8,88,0.0
2026-04-19T22:00,Bhola,27.2,92,0.0
2026-04-19T23:00,Bhola,27.1,93,0.0
2026-04-20T00:00,Bhola,27.6,93,0.0
2026-04-20T01:00,Bhola,27.7,91,0.0
2026-04-20T02:00,Bhola,27.5,90,0.0
2026-04-20T03:00,Bhola,27.3,91,0.0
2026-04-20T04:00,Bhola,27.5,89,0.0
2026-04-20T05:00,Bhola,27.3,90,0.0
2026-04-20T06:00,Bhola,27.6,90,0.0
2026-04-20T07:00,Bhola,28.8,84,0.0
2026-04-20T08:00,Bhola,30.1,76,0.0
2026-04-20T09:00,Bhola,31.0,71,0.1
2026-04-20T10:00,Bhola,32.1,66,0.2
2026-04-20T11:00,Bhola,32.8,62,0.0
2026-04-20T12:00,Bhola,33.2,57,0.0
2026-04-20T13:00,Bhola,33.7,55,0.0
2026-04-20T14:00,Bhola,33.9,55,0.0
2026-04-20T15:00,Bhola,33.5,56,0.0
2026-04-20T16:00,Bhola,32.3,60,0.0
2026-04-20T17:00,Bhola,30.9,67,0.0
2026-04-20T18:00,Bhola,29.9,75,0.0
2026-04-20T19:00,Bhola,28.9,81,0.0
2026-04-20T20:00,Bhola,28.2,86,0.0
2026-04-20T21:00,Bhola,27.9,89,0.0
2026-04-20T22:00,Bhola,27.6,90,0.0
2026-04-20T23:00,Bhola,27.4,91,0.0
2026-04-21T00:00,Bhola,27.7,91,0.0
2026-04-21T01:00,Bhola,27.6,90,0.0
2026-04-21T02:00,Bhola,27.6,89,0.0
2026-04-21T03:00,Bhola,27.5,89,0.0
2026-04-21T04:00,Bhola,27.5,89,0.0
2026-04-21T05:00,Bhola,27.4,89,0.0
2026-04-21T06:00,Bhola,27.5,88,0.0
2026-04-21T07:00,Bhola,28.6,83,0.0
2026-04-21T08:00,Bhola,30.0,75,0.1
2026-04-21T09:00,Bhola,31.1,71,0.1
2026-04-21T10:00,Bhola,32.2,66,0.1
2026-04-21T11:00,Bhola,33.2,61,0.0
2026-04-21T12:00,Bhola,33.4,59,0.0
2026-04-21T13:00,Bhola,33.6,58,0.0
2026-04-21T14:00,Bhola,33.9,57,0.0
2026-04-21T15:00,Bhola,33.0,61,0.0
2026-04-21T16:00,Bhola,32.4,63,0.0
2026-04-21T17:00,Bhola,31.4,68,0.0
2026-04-21T18:00,Bhola,30.3,75,0.0
2026-04-21T19:00,Bhola,29.4,80,0.0
2026-04-21T20:00,Bhola,28.8,85,0.0
2026-04-21T21:00,Bhola,28.2,89,0.0
2026-04-21T22:00,Bhola,27.9,91,0.0
2026-04-21T23:00,Bhola,27.8,92,0.0
2026-04-22T00:00,Bhola,27.8,91,0.0
2026-04-22T01:00,Bhola,27.5,92,0.0
2026-04-22T02:00,Bhola,27.5,92,0.0
2026-04-22T03:00,Bhola,27.5,92,0.0
2026-04-22T04:00,Bhola,27.5,93,0.0
2026-04-22T05:00,Bhola,27.4,93,0.0
2026-04-22T06:00,Bhola,27.2,93,0.0
2026-04-22T07:00,Bhola,28.1,87,0.1
2026-04-22T08:00,Bhola,29.3,80,0.0
2026-04-22T09:00,Bhola,31.0,73,0.0
2026-04-22T10:00,Bhola,31.9,69,0.2
2026-04-22T11:00,Bhola,33.2,63,0.0
2026-04-22T12:00,Bhola,33.2,61,0.0
2026-04-22T13:00,Bhola,33.5,60,0.0
2026-04-22T14:00,Bhola,33.9,58,0.0
2026-04-22T15:00,Bhola,33.8,58,0.0
2026-04-22T16:00,Bhola,32.8,63,0.0
2026-04-22T17:00,Bhola,31.8,67,0.0
2026-04-22T18:00,Bhola,30.4,77,0.0
2026-04-22T19:00,Bhola,29.6,81,0.0
2026-04-22T20:00,Bhola,23.7,93,1.3
2026-04-22T21:00,Bhola,25.1,88,0.0
2026-04-22T22:00,Bhola,25.2,90,0.0
2026-04-22T23:00,Bhola,25.3,95,0.0
2026-04-23T00:00,Bhola,26.1,95,0.0
2026-04-23T01:00,Bhola,26.5,96,0.0
2026-04-23T02:00,Bhola,26.7,96,0.0
2026-04-23T03:00,Bhola,26.8,95,0.0
2026-04-23T04:00,Bhola,26.8,94,0.0
2026-04-23T05:00,Bhola,26.9,94,0.0
2026-04-23T06:00,Bhola,27.4,92,0.0
2026-04-23T07:00,Bhola,28.5,85,0.0
2026-04-23T08:00,Bhola,29.9,77,0.0
2026-04-23T09:00,Bhola,31.1,69,0.0
2026-04-23T10:00,Bhola,32.3,64,0.0
2026-04-23T11:00,Bhola,33.0,62,0.0
2026-04-23T12:00,Bhola,33.6,58,0.0
2026-04-23T13:00,Bhola,33.8,59,0.0
2026-04-23T14:00,Bhola,33.9,57,0.0
2026-04-23T15:00,Bhola,34.0,56,0.0
2026-04-23T16:00,Bhola,33.3,59,0.0
2026-04-23T17:00,Bhola,32.4,63,0.0
2026-04-23T18:00,Bhola,31.1,73,0.0
2026-04-23T19:00,Bhola,30.0,79,0.0
2026-04-23T20:00,Bhola,29.1,84,0.0
2026-04-23T21:00,Bhola,28.5,89,0.0
2026-04-23T22:00,Bhola,28.0,92,0.0
2026-04-23T23:00,Bhola,27.5,95,0.0
2026-04-24T00:00,Bhola,27.6,95,0.0
2026-04-24T01:00,Bhola,27.6,95,0.0
2026-04-24T02:00,Bhola,27.4,96,0.0
2026-04-24T03:00,Bhola,27.2,96,0.0
2026-04-24T04:00,Bhola,27.1,96,0.0
2026-04-24T05:00,Bhola,27.0,96,0.0
2026-04-24T06:00,Bhola,27.0,95,0.0
2026-04-24T07:00,Bhola,28.2,88,0.0
2026-04-24T08:00,Bhola,29.6,76,0.0
2026-04-24T09:00,Bhola,31.0,70,0.0
2026-04-24T10:00,Bhola,32.2,65,0.0
2026-04-24T11:00,Bhola,33.0,61,0.0
2026-04-24T12:00,Bhola,33.0,58,0.0
2026-04-24T13:00,Bhola,33.7,55,0.0
2026-04-24T14:00,Bhola,34.0,53,0.0
2026-04-24T15:00,Bhola,33.8,54,0.0
2026-04-24T16:00,Bhola,33.2,58,0.0
2026-04-24T17:00,Bhola,32.5,62,0.0
2026-04-24T18:00,Bhola,31.4,73,0.0
2026-04-24T19:00,Bhola,30.1,79,0.0
2026-04-24T20:00,Bhola,29.3,83,0.0
2026-04-24T21:00,Bhola,28.8,87,0.0
2026-04-24T22:00,Bhola,28.0,92,0.0
2026-04-24T23:00,Bhola,27.5,95,0.0
2026-04-25T00:00,Bhola,27.4,96,0.0
2026-04-25T01:00,Bhola,27.0,97,0.0
2026-04-25T02:00,Bhola,26.8,97,0.0
2026-04-25T03:00,Bhola,26.8,97,0.0
2026-04-25T04:00,Bhola,26.6,96,0.0
2026-04-25T05:00,Bhola,26.6,96,0.0
2026-04-25T06:00,Bhola,26.8,97,0.0
2026-04-25T07:00,Bhola,27.9,89,0.0
2026-04-25T08:00,Bhola,29.3,80,0.0
2026-04-25T09:00,Bhola,30.5,74,0.0
2026-04-25T10:00,Bhola,31.6,69,0.0
2026-04-25T11:00,Bhola,32.5,66,0.0
2026-04-25T12:00,Bhola,32.7,60,0.0
2026-04-25T13:00,Bhola,33.7,56,0.0
2026-04-25T14:00,Bhola,34.2,56,0.0
2026-04-25T15:00,Bhola,34.2,55,0.0
2026-04-25T16:00,Bhola,33.6,57,0.0
2026-04-25T17:00,Bhola,32.7,59,0.0
2026-04-25T18:00,Bhola,31.0,71,0.0
2026-04-25T19:00,Bhola,29.7,78,0.0
2026-04-25T20:00,Bhola,28.8,84,0.0
2026-04-25T21:00,Bhola,27.9,89,0.0
2026-04-25T22:00,Bhola,27.4,92,0.0
2026-04-25T23:00,Bhola,27.1,93,0.0
2026-04-26T00:00,Bhola,27.0,93,0.0
2026-04-26T01:00,Bhola,27.0,93,0.0
2026-04-26T02:00,Bhola,26.7,94,0.0
2026-04-26T03:00,Bhola,26.7,95,0.0
2026-04-26T04:00,Bhola,26.5,95,0.0
2026-04-26T05:00,Bhola,26.6,95,0.0
2026-04-26T06:00,Bhola,26.2,95,0.0
2026-04-26T07:00,Bhola,27.6,86,0.0
2026-04-26T08:00,Bhola,28.9,78,0.0
2026-04-26T09:00,Bhola,30.2,71,0.1
2026-04-26T10:00,Bhola,31.2,65,0.2
2026-04-26T11:00,Bhola,32.2,60,0.0
2026-04-26T12:00,Bhola,32.3,57,0.0
2026-04-26T13:00,Bhola,32.9,54,0.0
2026-04-26T14:00,Bhola,32.4,60,0.0
2026-04-26T15:00,Bhola,32.5,58,0.0
2026-04-26T16:00,Bhola,31.6,56,0.0
2026-04-26T17:00,Bhola,30.8,59,0.0
2026-04-26T18:00,Bhola,29.6,69,0.0
2026-04-26T19:00,Bhola,28.9,73,0.0
2026-04-26T20:00,Bhola,27.6,81,0.2
2026-04-26T21:00,Bhola,28.0,80,0.0
2026-04-26T22:00,Bhola,27.5,82,0.1
2026-04-26T23:00,Bhola,27.2,85,0.0
2026-04-27T00:00,Bhola,27.0,85,0.0
2026-04-27T01:00,Bhola,26.6,87,0.0
2026-04-27T02:00,Bhola,26.6,85,0.0
2026-04-27T03:00,Bhola,27.0,83,0.0
2026-04-27T04:00,Bhola,27.1,82,0.0
2026-04-27T05:00,Bhola,27.3,84,0.0
2026-04-27T06:00,Bhola,26.6,86,0.0
2026-04-27T07:00,Bhola,27.2,82,0.2
2026-04-27T08:00,Bhola,28.6,76,0.0
2026-04-27T09:00,Bhola,29.8,69,0.1
2026-04-27T10:00,Bhola,30.1,67,0.5
2026-04-27T11:00,Bhola,31.2,64,0.4
2026-04-27T12:00,Bhola,29.6,68,0.1
2026-04-27T13:00,Bhola,30.4,67,0.3
2026-04-27T14:00,Bhola,29.2,75,0.8
2026-04-27T15:00,Bhola,29.9,69,0.0
2026-04-27T16:00,Bhola,30.0,68,0.0
2026-04-27T17:00,Bhola,29.5,69,0.0
2026-04-27T18:00,Bhola,28.4,72,0.0
2026-04-27T19:00,Bhola,28.1,74,0.0
2026-04-27T20:00,Bhola,28.2,74,0.0
2026-04-27T21:00,Bhola,28.0,77,0.1
2026-04-27T22:00,Bhola,28.1,78,0.0
2026-04-27T23:00,Bhola,28.1,80,0.0
2026-04-28T00:00,Bhola,27.5,84,0.1
2026-04-28T01:00,Bhola,27.8,83,0.0
2026-04-28T02:00,Bhola,27.6,85,0.0
2026-04-28T03:00,Bhola,27.6,85,0.1
2026-04-28T04:00,Bhola,27.5,85,0.0
2026-04-28T05:00,Bhola,27.5,83,0.0
2026-04-28T06:00,Bhola,28.3,81,0.0
2026-04-28T07:00,Bhola,28.5,80,0.0
2026-04-28T08:00,Bhola,29.0,79,0.0
2026-04-28T09:00,Bhola,28.3,85,0.9
2026-04-28T10:00,Bhola,28.0,86,0.4
2026-04-28T11:00,Bhola,27.8,82,0.1
2026-04-28T12:00,Bhola,29.2,76,0.3
2026-04-28T13:00,Bhola,28.5,85,2.2
2026-04-28T14:00,Bhola,27.5,92,4.1
2026-04-28T15:00,Bhola,24.9,97,22.3
2026-04-28T16:00,Bhola,25.0,93,8.0
2026-04-28T17:00,Bhola,25.5,93,0.1
2026-04-28T18:00,Bhola,27.0,83,0.2
2026-04-28T19:00,Bhola,25.6,88,0.0
2026-04-28T20:00,Bhola,25.7,90,0.0
2026-04-28T21:00,Bhola,26.2,89,0.0
2026-04-28T22:00,Bhola,25.8,91,0.0
2026-04-28T23:00,Bhola,25.9,90,0.0
2026-04-29T00:00,Bhola,25.9,89,0.0
2026-04-29T01:00,Bhola,25.9,92,0.0
2026-04-29T02:00,Bhola,25.6,91,0.8
2026-04-29T03:00,Bhola,26.0,90,0.1
2026-04-29T04:00,Bhola,25.8,91,0.1
2026-04-29T05:00,Bhola,26.0,90,0.0
2026-04-29T06:00,Bhola,25.4,88,0.0
2026-04-29T07:00,Bhola,26.7,84,0.0
2026-04-29T08:00,Bhola,28.1,78,0.1
2026-04-29T09:00,Bhola,28.5,76,0.3
2026-04-29T10:00,Bhola,28.5,79,0.7
2026-04-29T11:00,Bhola,28.6,80,0.7
2026-04-29T12:00,Bhola,23.5,90,0.1
2026-04-29T13:00,Bhola,23.5,89,8.0
2026-04-29T14:00,Bhola,23.8,87,1.6
2026-04-29T15:00,Bhola,24.7,88,0.2
2026-04-29T16:00,Bhola,24.9,87,0.0
2026-04-29T17:00,Bhola,25.0,83,0.0
2026-04-29T18:00,Bhola,24.2,82,0.0
2026-04-29T19:00,Bhola,24.5,82,0.0
2026-04-29T20:00,Bhola,24.7,84,0.0
2026-04-29T21:00,Bhola,24.8,86,0.0
2026-04-29T22:00,Bhola,25.0,87,0.0
2026-04-29T23:00,Bhola,24.6,90,0.0
2026-04-30T00:00,Bhola,23.8,92,9.8
2026-04-30T01:00,Bhola,23.7,94,0.4
2026-04-30T02:00,Bhola,23.8,94,0.1
2026-04-30T03:00,Bhola,24.0,92,0.5
2026-04-30T04:00,Bhola,24.0,93,0.8
2026-04-30T05:00,Bhola,24.0,93,0.7
2026-04-30T06:00,Bhola,22.7,93,0.0
2026-04-30T07:00,Bhola,23.0,93,0.0
2026-04-30T08:00,Bhola,23.8,90,0.0
2026-04-30T09:00,Bhola,25.5,82,0.0
2026-04-30T10:00,Bhola,26.6,78,0.0
2026-04-30T11:00,Bhola,27.6,72,0.0
2026-04-30T12:00,Bhola,28.1,69,0.0
2026-04-30T13:00,Bhola,27.9,67,0.0
2026-04-30T14:00,Bhola,28.8,63,0.0
2026-04-30T15:00,Bhola,29.5,60,0.0
2026-04-30T16:00,Bhola,28.5,66,0.0
2026-04-30T17:00,Bhola,28.0,71,0.0
2026-04-30T18:00,Bhola,27.0,70,0.0
2026-04-30T19:00,Bhola,26.5,75,0.0
2026-04-30T20:00,Bhola,26.4,80,0.0
2026-04-30T21:00,Bhola,26.2,84,0.0
2026-04-30T22:00,Bhola,23.4,93,5.8
2026-04-30T23:00,Bhola,23.7,94,0.6
2026-05-01T00:00,Bhola,22.1,94,9.7
2026-05-01T01:00,Bhola,22.5,93,1.0
2026-05-01T02:00,Bhola,22.8,92,4.4
2026-05-01T03:00,Bhola,23.2,93,2.3
2026-05-01T04:00,Bhola,23.2,94,0.3
2026-05-01T05:00,Bhola,23.2,94,0.0
2026-05-01T06:00,Bhola,23.5,94,0.0
2026-05-01T07:00,Bhola,24.6,90,0.0
2026-05-01T08:00,Bhola,25.4,82,0.0
2026-05-01T09:00,Bhola,26.2,78,0.0
2026-05-01T10:00,Bhola,27.0,72,0.0
2026-05-01T11:00,Bhola,26.7,72,0.0
2026-05-01T12:00,Bhola,27.1,68,0.0
2026-05-01T13:00,Bhola,27.2,69,0.1
2026-05-01T14:00,Bhola,27.2,70,0.1
2026-05-01T15:00,Bhola,27.0,71,0.0
2026-05-01T16:00,Bhola,27.2,70,0.0
2026-05-01T17:00,Bhola,26.8,74,0.0
2026-05-01T18:00,Bhola,26.2,79,0.0
2026-05-01T19:00,Bhola,26.0,81,0.0
2026-05-01T20:00,Bhola,25.3,86,0.0
2026-05-01T21:00,Bhola,25.0,86,0.0
2026-05-01T22:00,Bhola,25.0,87,0.0
2026-05-01T23:00,Bhola,24.9,88,0.0
2026-05-02T00:00,Bhola,25.2,86,0.0
2026-05-02T01:00,Bhola,25.3,83,0.0
2026-05-02T02:00,Bhola,22.8,93,0.5
2026-05-02T03:00,Bhola,22.8,90,0.2
2026-05-02T04:00,Bhola,23.2,91,0.1
2026-05-02T05:00,Bhola,23.6,91,0.0
2026-05-02T06:00,Bhola,24.1,81,0.0
2026-05-02T07:00,Bhola,25.1,83,0.1
2026-05-02T08:00,Bhola,26.4,82,0.5
2026-05-02T09:00,Bhola,25.4,88,1.1
2026-05-02T10:00,Bhola,26.1,85,0.1
2026-05-02T11:00,Bhola,26.6,82,0.0
2026-05-02T12:00,Bhola,27.6,74,0.0
2026-05-02T13:00,Bhola,27.8,73,0.0
2026-05-02T14:00,Bhola,28.6,70,0.0
2026-05-02T15:00,Bhola,28.0,73,0.2
2026-05-02T16:00,Bhola,28.0,74,0.0
2026-05-02T17:00,Bhola,27.9,75,0.0
2026-05-02T18:00,Bhola,25.6,83,0.0
2026-05-02T19:00,Bhola,25.3,87,0.0
2026-05-02T20:00,Bhola,24.8,91,0.0
2026-05-02T21:00,Bhola,25.1,88,0.0
2026-05-02T22:00,Bhola,25.0,89,0.0
2026-05-02T23:00,Bhola,25.2,90,0.0
2026-05-03T00:00,Bhola,25.0,89,0.0
2026-05-03T01:00,Bhola,25.4,90,0.0
2026-05-03T02:00,Bhola,25.5,90,0.0
2026-05-03T03:00,Bhola,25.5,91,0.1
2026-05-03T04:00,Bhola,24.2,94,1.1
2026-05-03T05:00,Bhola,22.5,92,15.4
2026-05-03T06:00,Bhola,26.1,96,1.7
2026-05-03T07:00,Bhola,26.8,93,0.1
2026-05-03T08:00,Bhola,27.1,90,0.4
2026-05-03T09:00,Bhola,22.6,92,8.2
2026-05-03T10:00,Bhola,24.0,86,0.1
2026-05-03T11:00,Bhola,26.6,77,0.1
2026-05-03T12:00,Bhola,26.3,87,4.9
2026-05-03T13:00,Bhola,27.0,81,0.3
2026-05-03T14:00,Bhola,28.7,78,0.1
2026-05-03T15:00,Bhola,29.0,75,0.1
2026-05-03T16:00,Bhola,28.5,79,0.1
2026-05-03T17:00,Bhola,28.2,79,0.0
2026-05-03T18:00,Bhola,25.5,93,0.0
2026-05-03T19:00,Bhola,25.4,94,0.0
2026-05-03T20:00,Bhola,25.1,94,0.0
2026-05-03T21:00,Bhola,25.4,93,0.0
2026-05-03T22:00,Bhola,25.5,94,0.0
2026-05-03T23:00,Bhola,25.5,94,0.0
2026-05-04T00:00,Bhola,25.5,95,0.0
2026-05-04T01:00,Bhola,25.6,92,0.0
2026-05-04T02:00,Bhola,25.6,91,0.1
2026-05-04T03:00,Bhola,25.1,94,0.2
2026-05-04T04:00,Bhola,24.9,95,0.3
2026-05-04T05:00,Bhola,24.8,94,0.1
2026-05-04T06:00,Bhola,25.8,94,0.0
2026-05-04T07:00,Bhola,24.6,89,4.8
2026-05-04T08:00,Bhola,23.3,92,8.0
2026-05-04T09:00,Bhola,25.4,88,0.2
2026-05-04T10:00,Bhola,27.0,85,0.0
2026-05-04T11:00,Bhola,27.1,85,0.0
2026-05-04T12:00,Bhola,27.5,80,0.0
2026-05-04T13:00,Bhola,27.0,84,0.1
2026-05-04T14:00,Bhola,27.9,81,0.4
2026-05-04T15:00,Bhola,28.8,77,0.1
2026-05-04T16:00,Bhola,28.5,78,0.0
2026-05-04T17:00,Bhola,28.2,79,0.0
2026-05-04T18:00,Bhola,26.1,88,0.0
2026-05-04T19:00,Bhola,25.5,89,0.0
2026-05-04T20:00,Bhola,25.5,88,0.0
2026-05-04T21:00,Bhola,25.4,88,0.0
2026-05-04T22:00,Bhola,25.7,89,0.0
2026-05-04T23:00,Bhola,25.1,91,0.0
2026-05-05T00:00,Bhola,25.5,90,0.0
2026-05-05T01:00,Bhola,25.5,90,0.0
2026-05-05T02:00,Bhola,25.5,90,0.0
2026-05-05T03:00,Bhola,25.0,92,0.0
2026-05-05T04:00,Bhola,25.0,95,0.0
2026-05-05T05:00,Bhola,24.9,96,0.0
2026-05-05T06:00,Bhola,24.3,95,5.5
2026-05-05T07:00,Bhola,25.2,93,0.0
2026-05-05T08:00,Bhola,26.4,86,0.0
2026-05-05T09:00,Bhola,27.4,82,0.0
2026-05-05T10:00,Bhola,27.0,83,0.0
2026-05-05T11:00,Bhola,28.0,80,0.0
2026-05-05T12:00,Bhola,28.3,78,0.0
2026-05-05T13:00,Bhola,28.8,75,0.0
2026-05-05T14:00,Bhola,28.8,74,0.0
2026-05-05T15:00,Bhola,28.8,72,0.0
2026-05-05T16:00,Bhola,28.5,70,0.0
2026-05-05T17:00,Bhola,27.5,78,0.0
2026-05-05T18:00,Bhola,27.2,81,0.0
2026-05-05T19:00,Bhola,26.4,87,0.0
2026-05-05T20:00,Bhola,26.2,87,0.0
2026-05-05T21:00,Bhola,26.0,88,0.0
2026-05-05T22:00,Bhola,25.4,90,0.0
2026-05-05T23:00,Bhola,25.2,91,0.0
2026-05-06T00:00,Bhola,25.5,93,0.0
2026-05-06T01:00,Bhola,25.5,94,0.0
2026-05-06T02:00,Bhola,25.5,94,0.0
2026-05-06T03:00,Bhola,25.2,95,0.0
2026-05-06T04:00,Bhola,24.6,96,0.0
2026-05-06T05:00,Bhola,24.5,96,0.0
2026-05-06T06:00,Bhola,25.4,96,0.0
2026-05-06T07:00,Bhola,26.5,92,0.0
2026-05-06T08:00,Bhola,27.7,86,0.0
2026-05-06T09:00,Bhola,28.9,78,0.0
2026-05-06T10:00,Bhola,29.4,75,0.0
2026-05-06T11:00,Bhola,29.6,73,0.1
2026-05-06T12:00,Bhola,29.9,70,0.0
2026-05-06T13:00,Bhola,30.0,68,0.0
2026-05-06T14:00,Bhola,30.2,66,0.0
2026-05-06T15:00,Bhola,30.0,67,0.0
2026-05-06T16:00,Bhola,29.8,70,0.0
2026-05-06T17:00,Bhola,29.6,70,0.0
2026-05-06T18:00,Bhola,28.1,80,0.1
2026-05-06T19:00,Bhola,27.5,84,0.0
2026-05-06T20:00,Bhola,27.0,87,0.0
2026-05-06T21:00,Bhola,26.3,89,0.0
2026-05-06T22:00,Bhola,26.3,90,0.0
2026-05-06T23:00,Bhola,24.3,94,0.9
2026-05-07T00:00,Bhola,23.4,95,0.0
2026-05-07T01:00,Bhola,23.6,94,0.0
2026-05-07T02:00,Bhola,23.7,94,0.0
2026-05-07T03:00,Bhola,23.8,95,0.0
2026-05-07T04:00,Bhola,24.1,94,0.0
2026-05-07T05:00,Bhola,24.3,93,0.0
2026-05-07T06:00,Bhola,26.0,90,0.0
2026-05-07T07:00,Bhola,23.4,96,2.8
2026-05-07T08:00,Bhola,24.3,90,0.3
2026-05-07T09:00,Bhola,26.3,86,0.0
2026-05-07T10:00,Bhola,27.7,82,0.0
2026-05-07T11:00,Bhola,28.4,79,0.0
2026-05-07T12:00,Bhola,29.1,74,0.0
2026-05-07T13:00,Bhola,29.7,71,0.0
2026-05-07T14:00,Bhola,29.7,71,0.0
2026-05-07T15:00,Bhola,30.0,68,0.0
2026-05-07T16:00,Bhola,30.1,65,0.0
